#step,#updates,reviewer id,bidder selected,paper id,private_cost,previous demand,new demand,price,seen price,total seen price,previous bid,bid,allocation,realized cost,total bid,total price,total realized cost,unallocated_amount_step_2,matching output json file
0,0,0,False,0,7.78826265969331,0.0,0.0,1,1,0.0,0.0,0.0,0.10000000000000006,0.7788262659693315,0.0,0.0,20.51474272121813,3.0,simulation_2019-07-24T21-45-45
0,0,0,False,1,5.270160909840264,0.0,1.0,1,1,0.0,0.0,0.0,0.07096774193548391,0.37401141940801896,0.0,0.0,20.51474272121813,2.129032258064516,simulation_2019-07-24T21-45-45
0,0,0,False,2,4.59807288909568,0.0,0.0,1,1,0.0,0.0,0.0,0.10000000000000006,0.4598072889095683,0.0,0.0,20.51474272121813,3.0,simulation_2019-07-24T21-45-45
0,0,0,False,3,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.51474272121813,2.129032258064516,simulation_2019-07-24T21-45-45
0,0,0,False,4,7.033140288558141,0.0,0.0,1,1,0.0,0.0,0.0,0.10000000000000006,0.7033140288558145,0.0,0.0,20.51474272121813,3.0,simulation_2019-07-24T21-45-45
0,0,0,False,5,3.2324684323320803,0.0,0.0,1,1,0.0,0.0,0.0,0.10000000000000006,0.32324684323320824,0.0,0.0,20.51474272121813,3.0,simulation_2019-07-24T21-45-45
0,0,0,False,6,0.8371109722923222,0.0,0.0,1,1,0.0,0.0,0.0,0.10000000000000006,0.08371109722923227,0.0,0.0,20.51474272121813,3.0,simulation_2019-07-24T21-45-45
0,0,0,False,7,7.508222562924627,0.0,0.0,1,1,0.0,0.0,0.0,0.10000000000000006,0.7508222562924631,0.0,0.0,20.51474272121813,3.0,simulation_2019-07-24T21-45-45
0,0,0,False,8,2.372141187043462,0.0,0.0,1,1,0.0,0.0,0.0,0.10000000000000006,0.23721411870434636,0.0,0.0,20.51474272121813,3.0,simulation_2019-07-24T21-45-45
0,0,0,False,9,1.1458136819646867,0.0,1.0,1,1,0.0,0.0,0.0,0.07096774193548391,0.08131580968781653,0.0,0.0,20.51474272121813,2.129032258064516,simulation_2019-07-24T21-45-45
0,0,0,False,10,5.534313230923474,0.0,1.0,1,1,0.0,0.0,0.0,0.07096774193548391,0.3927577131623113,0.0,0.0,20.51474272121813,2.129032258064516,simulation_2019-07-24T21-45-45
0,0,0,False,11,3.504535884429014,0.0,0.0,1,1,0.0,0.0,0.0,0.10000000000000006,0.35045358844290164,0.0,0.0,20.51474272121813,3.0,simulation_2019-07-24T21-45-45
0,0,0,False,12,6.69726073766183,0.0,0.0,1,1,0.0,0.0,0.0,0.10000000000000006,0.6697260737661834,0.0,0.0,20.51474272121813,3.0,simulation_2019-07-24T21-45-45
0,0,0,False,13,0.3159719723352846,0.0,0.0,1,1,0.0,0.0,0.0,0.10000000000000006,0.03159719723352848,0.0,0.0,20.51474272121813,3.0,simulation_2019-07-24T21-45-45
0,0,0,False,14,7.534407787018691,0.0,0.0,1,1,0.0,0.0,0.0,0.10000000000000006,0.7534407787018695,0.0,0.0,20.51474272121813,3.0,simulation_2019-07-24T21-45-45
0,0,0,False,15,4.3720094212138205,0.0,0.0,1,1,0.0,0.0,0.0,0.10000000000000006,0.43720094212138233,0.0,0.0,20.51474272121813,3.0,simulation_2019-07-24T21-45-45
0,0,0,False,16,1.675667106792619,0.0,0.0,1,1,0.0,0.0,0.0,0.10000000000000006,0.167566710679262,0.0,0.0,20.51474272121813,3.0,simulation_2019-07-24T21-45-45
0,0,0,False,17,1.0539641711901404,0.0,0.0,1,1,0.0,0.0,0.0,0.10000000000000006,0.10539641711901411,0.0,0.0,20.51474272121813,3.0,simulation_2019-07-24T21-45-45
0,0,0,False,18,1.5599140191017626,0.0,0.0,1,1,0.0,0.0,0.0,0.10000000000000006,0.15599140191017635,0.0,0.0,20.51474272121813,3.0,simulation_2019-07-24T21-45-45
0,0,0,False,19,6.567585847870882,0.0,0.0,1,1,0.0,0.0,0.0,0.10000000000000006,0.6567585847870886,0.0,0.0,20.51474272121813,3.0,simulation_2019-07-24T21-45-45
0,0,0,False,20,2.2848617586747095,0.0,0.0,1,1,0.0,0.0,0.0,0.10000000000000006,0.22848617586747108,0.0,0.0,20.51474272121813,3.0,simulation_2019-07-24T21-45-45
0,0,0,False,21,7.1762489457860426,0.0,0.0,1,1,0.0,0.0,0.0,0.10000000000000006,0.7176248945786047,0.0,0.0,20.51474272121813,3.0,simulation_2019-07-24T21-45-45
0,0,0,False,22,0.6952128301308654,0.0,0.0,1,1,0.0,0.0,0.0,0.10000000000000006,0.06952128301308659,0.0,0.0,20.51474272121813,3.0,simulation_2019-07-24T21-45-45
0,0,0,False,23,4.2075421560483806,0.0,0.0,1,1,0.0,0.0,0.0,0.10000000000000006,0.42075421560483833,0.0,0.0,20.51474272121813,3.0,simulation_2019-07-24T21-45-45
0,0,0,False,24,0.7404973736492544,0.0,0.0,1,1,0.0,0.0,0.0,0.10000000000000006,0.07404973736492548,0.0,0.0,20.51474272121813,3.0,simulation_2019-07-24T21-45-45
0,0,0,False,25,3.2962898691927256,0.0,0.0,1,1,0.0,0.0,0.0,0.10000000000000006,0.3296289869192728,0.0,0.0,20.51474272121813,3.0,simulation_2019-07-24T21-45-45
0,0,0,False,26,4.6122182398467695,0.0,0.0,1,1,0.0,0.0,0.0,0.10000000000000006,0.4612218239846772,0.0,0.0,20.51474272121813,3.0,simulation_2019-07-24T21-45-45
0,0,0,False,27,0.9361132352723068,0.0,0.0,1,1,0.0,0.0,0.0,0.10000000000000006,0.09361132352723074,0.0,0.0,20.51474272121813,3.0,simulation_2019-07-24T21-45-45
0,0,0,False,28,6.296009941594475,0.0,0.0,1,1,0.0,0.0,0.0,0.10000000000000006,0.6296009941594479,0.0,0.0,20.51474272121813,3.0,simulation_2019-07-24T21-45-45
0,0,0,False,29,4.68786283980247,0.0,1.0,1,1,0.0,0.0,0.0,0.07096774193548391,0.3326870402440465,0.0,0.0,20.51474272121813,2.129032258064516,simulation_2019-07-24T21-45-45
0,0,0,False,30,6.2700994980438045,0.0,0.0,1,1,0.0,0.0,0.0,0.10000000000000006,0.6270099498043809,0.0,0.0,20.51474272121813,3.0,simulation_2019-07-24T21-45-45
